0:0:5 | [CMD] Freezer3543(6) => /tamir
22:11:34 | [CMD] Sancak(20) => /fly
22:11:35 | [CMD] Moskova_Kurdu(12) => /goto 12 
22:11:36 | [CMD] Sancak(20) => /fly
22:11:36 | [CMD] Sancak(20) => /fly
22:11:37 | [CMD] Sancak(20) => /fly
22:11:38 | [CMD] Sancak(20) => /fly
22:11:38 | [eN]Overlord(27): evo çek
22:11:39 | [CMD] Moskova_Kurdu(12) => /goto 12 
22:11:39 | [CMD] huso608(18) => /work
22:11:39 | [CMD] Moskova_Kurdu(12) => /goto 12 
22:11:39 | EvoturK(24): id 27 ahýra alýnacak
22:11:40 | [SirketCHT] Konyali42(11): ! yanas
22:11:40 | [CMD] Moskova_Kurdu(12) => /goto 12 
22:11:40 | [eN]Overlord(27): yanýna bienyim
22:11:40 | [CMD] BULDOZER(06)(25) => /pm 19 senin insta adýný bana faceden yaz simdi swden cýk
22:11:40 | [CMD] Moskova_Kurdu(12) => /goto 12 
22:11:40 | [CMD] Hic(7) => /animkapat
22:11:41 | [CMD] Moskova_Kurdu(12) => /goto 12 
22:11:41 | [CMD] Moskova_Kurdu(12) => /goto 12 
22:11:42 | [CMD] ASLANBEY(10) => /sirket
22:11:43 | [eN]Overlord(27): hsyda
22:11:43 | [CMD] Moskova_Kurdu(12) => /goto 12 
22:11:43 | [CMD] Moskova_Kurdu(12) => /goto 12 
22:11:44 | Hic(7): Böðð
22:11:44 | [CMD] EvoturK(24) => /araba
22:11:44 | [CMD] Moskova_Kurdu(12) => /goto 12 
22:11:45 | [CMD] Freezer3543(19) => /pm 25 ibrahimcakir3543
22:11:45 | [CMD] Moskova_Kurdu(12) => /goto 12 
22:11:46 | [CMD] Moskova_Kurdu(12) => /goto 12 
22:11:46 | [CMD] Moskova_Kurdu(12) => /goto 12 
22:11:47 | Hic(7): Hortladým
22:11:47 | [CMD] Moskova_Kurdu(12) => /goto 12 
22:11:48 | [CMD] Moskova_Kurdu(12) => /goto 12 
22:11:48 | [CMD] ASLANBEY(10) => /work
22:11:49 | Sancak(20): vip vermicez kardeþim
22:11:49 | [CMD] Moskova_Kurdu(12) => /goto 12 
22:11:49 | Fublary3003(16): evo vip vericekmisin .d
22:11:50 | [eN]Overlord(27): ahýrdan gaçýn
22:11:50 | [CMD] Sancak(20) => /fly
22:11:51 | [CMD] Tuan_Tiniay(6) => /tamir
22:11:51 | EvoturK(24): ama
22:11:51 | [CMD] Moskova_Kurdu(12) => /goto 12 
22:11:52 | [CMD] H.R.N.(15) => /animkapat
22:11:53 | [CMD] Hic(7) => /asay Vip-donator-þirket vb. almak isteyenler forum ----> www.trucksamp.com/forum 
22:11:53 | [CMD] cCc.Bayram.cCC(0) => /work
22:11:54 | EvoturK(24): bu gece kandil
22:11:55 | EvoturK(24): dua et
22:11:57 | H.R.N.(15): Hýrr
22:11:57 | [CMD] BULDOZER(06)(25) => /pm 19 bana ss at faceden
22:11:57 | EvoturK(24): yarýn alýrýz
22:11:57 | [SirketCHT] Konyali42(11): ! düzelt
22:11:58 | [CMD] huso608(18) => /duyuru ahir verelim 
22:11:58 | [KAMYONCU] Robin., Tugayogullari Insaat'den LV Construction Site'e Kaya tasidi. Kazanc: 29572$, 1 Skor ve 5 EXP Sure: 341 Saniye
22:11:59 | [eN]Overlord(27): yok yok istiyorum ahýr
22:12:2 | [CMD] ASLANBEY(10) => /asiriyuk
22:12:3 | Moskova_Kurdu(12): kandil kandil
22:12:3 | Hic(7): Püðð Motor gitmiþ
22:12:4 | [CMD] cCc.Bayram.cCC(0) => /goreviptal
22:12:5 | emre_cool(26): tamir
22:12:6 | [eN]Overlord(27): kardeþ istiyorum
22:12:8 | [CMD] cCc.Bayram.cCC(0) => /work
22:12:8 | [CMD] emre_cool(26) => /tamir
22:12:12 | [CMD] Strike(TR)(9) => /goto sancak
22:12:12 | [CMD] H.R.N.(15) => /araba
22:12:16 | Moskova_Kurdu(12): evo yapmaz
22:12:19 | [CMD] [eN]Overlord(27) => /kemer
22:12:21 | Konyali42(11): püh a7 lik bitmis vip vermiyorlar :d
22:12:21 | Hic(7): Yapamaz
22:12:24 | emre_cool(26): evo /tamir
22:12:24 | [CMD] EvoturK(24) => /write
22:12:24 | Moskova_Kurdu(12): evo imanlý bir a7 
22:12:25 | Fublary3003(16): ayn
22:12:28 | Fublary3003(16): püüüüð
22:12:28 | [CMD] emre_cool(26) => /tamir
22:12:31 | [CMD] HeRquL(14) => /vipler
22:12:33 | [CMD] Hic(7) => /kemer
22:12:33 | [CMD] huso608(18) => /a azmýs kudurmustan beterdir
22:12:34 | Fublary3003(16): hýðt püüð
22:12:34 | [LOCAL]Robin.(17): .
22:12:34 | [CMD] Robin.(17) => /l .
22:12:38 | [CMD] Sancak(20) => /fly
22:12:40 | Hic(7): Kanka Galeriye go go
22:12:40 | [CMD] Freezer3543(19) => /pm 25 Kanka sildim sohbeti kusura bakma mal mal asýk msýn yazýp duruyodu
22:12:41 | Robin.(17) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
22:12:41 | [CMD] Sancak(20) => /cc
22:12:42 | Reader(23): pü pü a7 ye bak a7 bitmiþ
22:12:43 | [CMD] Strike(TR)(9) => /get 20
22:12:43 | [CMD] Freezer3543(19) => /pm 25 Kanka sildim sohbeti kusura bakma mal mal asýk msýn yazýp duruyodu
22:12:44 | [CMD] Sancak(20) => /flyt
22:12:45 | [CMD] Sancak(20) => /fly
22:12:46 | [CMD] Sancak(20) => /fly
22:12:50 | Hic(7): Kanka Galeriye go go Benim Motoyu alaq
22:12:51 | [CMD] Strike(TR)(9) => /fly
22:12:53 | [CMD] HeRquL(14) => /afk
22:12:53 | [eN]Overlord(27): evo
22:12:54 | [CMD] BULDOZER(06)(25) => /pm 19 istek attým geldimi
22:12:55 | [CMD] HeRquL(14) => /musait
22:12:56 | [eN]Overlord(27): ahýrýný yakarým
22:12:58 | [CMD] huso608(18) => /rehberler
22:12:58 | [LOCAL]H.R.N.(15): koca taralda oraya çarptým mk
22:12:58 | [CMD] H.R.N.(15) => /l koca taralda oraya çarptým mk
22:12:58 | [eN]Overlord(27): at beni
22:13:0 | Fublary3003(16): evo ugur sancak vip ?
22:13:2 | [LOCAL]Hic(7): q:WEqwE:W
22:13:2 | [CMD] Hic(7) => /l q:WEqwE:W
22:13:2 | [CMD] Moskova_Kurdu(12) => /arkadaslar
22:13:3 | Konyali42(11): bari bi para skor atin onudami yapmayacaksiniz :d
22:13:4 | [CMD] HeRquL(14) => /a ben yemek yiyeceðim
22:13:4 | [CMD] Moskova_Kurdu(12) => /arkadas
22:13:6 | [CMD] Moskova_Kurdu(12) => /g
22:13:8 | [CMD] Strike(TR)(9) => /Car infernus 0 0
22:13:9 | Sancak(20): kardeþim vermicez vip diyorum
22:13:9 | [CMD] emre_cool(26) => /cipold
22:13:11 | [CMD] BULDOZER(06)(25) => /pm 19 hesabýna bakýyorumda  seni takip ediyo kýz
22:13:12 | [eN]Overlord(27): evo
22:13:13 | [CMD] Moskova_Kurdu(12) => /arkadaslar
22:13:15 | [CMD] emre_cool(26) => /tamir
22:13:15 | [eN]Overlord(27): ahýrýný yakýyorum
22:13:15 | Fublary3003(16): peki
22:13:16 | Hic(7): @27 Sakýn Yakmayý Deneme.
22:13:20 | [CMD] Moskova_Kurdu(12) => /a /g nie hala duruyo sancak emmi .d 
22:13:22 | [CMD] H.R.N.(15) => /r beni silkin
22:13:23 | Konyali42(11): vermicez vermicez inat degilmi vermicez :D
22:13:24 | [LOCAL]Strike(TR)(9): atla gezelin
22:13:24 | [CMD] Strike(TR)(9) => /L atla gezelin
22:13:26 | Hic(7): La Ahýra go go Yakýyolar
22:13:27 | [CMD] UgurBey(21) => /r br
22:13:33 | [CMD] UgurBey(21) => /r biri þunu silksin
22:13:33 | [ANTIHACK] Þüpheli Reader(23) => Airbreak-hack
22:13:34 | [CMD] Strike(TR)(9) => /r tm silkelim seni
22:13:37 | emre_cool(26): vipler ücretsiz sadece özel günlerde veriliyor
22:13:39 | [CMD] huso608(18) => /spec 23
22:13:39 | [CMD] Sancak(20) => /cc
22:13:41 | [CMD] Hic(7) => /r Memnuiyetle
22:13:42 | [eN]Overlord(27): ahýrda elegy patlatýcam ve ahýr yok olacak
22:13:47 | [KAMYONCU] xqHost, Harbour Island Warehouse'den Longway Warehouse'e Degerli Esyalar tasidi. Kazanc: 179939$, 1 Skor ve 5 EXP Sure: 528 Saniye
22:13:50 | [CMD] huso608(18) => /specoff
22:13:50 | huso608(18) Gemici olarak spawn oldu.
22:13:50 | [CMD] Freezer3543(19) => /pm 25 Ediyo knk istek attý 
22:13:52 | [LOCAL]Fublary3003(16): olum esc ye basmaaaaa
22:13:52 | [CMD] Fublary3003(16) => /l olum esc ye basmaaaaa
22:13:53 | emre_cool(26): vipler ücretsiz sadece özel günlerde veriliyor
22:13:54 | [CMD] Moskova_Kurdu(12) => /spec Evo
22:13:54 | [CMD] Hic(7) => /r Çek kenara qnq
22:13:57 | [CMD] Moskova_Kurdu(12) => /araba 
22:13:59 | [LOCAL]emre_cool(26): basmadým
22:13:59 | [CMD] emre_cool(26) => /l basmadým
22:14:1 | Fublary3003(16): buda özel gün
22:14:3 | [CMD] Strike(TR)(9) => /asay Vip-Donator-Sirket-Giþe Vb Ürünlerimizden Almak Ýsteyenler www.trucksamp.com Dan Alabilirler 
22:14:4 | Fublary3003(16): kandil
22:14:5 | [CMD] Moskova_Kurdu(12) => /araba 
22:14:8 | [ANTIHACK] Þüpheli [eN]Overlord(27) => Airbreak-hack
22:14:8 | [CMD] Strike(TR)(9) => /Atamir
22:14:9 | [CMD] Moskova_Kurdu(12) => /araba 
22:14:10 | [eN]Overlord(27): lan
22:14:10 | Muya(8) oyuna girdi [IP: 78.191.94.144]
22:14:10 | Hic(7): Knk Ahýra git Cezamý Kessin Over
22:14:13 | emre_cool(26): bu özel deðil mübarek gün
22:14:13 | [CMD] Moskova_Kurdu(12) => /araba 
22:14:14 | [CMD] huso608(18) => /spec 27
22:14:14 | [CMD] BULDOZER(06)(25) => /pm 19 sana tek bisey dicem eger o kýzaa bi ters yap bela acarsýn basýna
22:14:16 | xqHost(22): kargocu olcak var mý
22:14:17 | [CMD] Moskova_Kurdu(12) => /araba 
22:14:19 | emre_cool(26): bu özel deðil mübarek gün :D
22:14:19 | [CMD] huso608(18) => /specoff
22:14:19 | huso608(18) Gemici olarak spawn oldu.
22:14:23 | [CMD] Moskova_Kurdu(12) => /araba 
22:14:25 | [CMD] Fublary3003(16) => /pm 22 gel
22:14:26 | Hic(7): Polise git qnq
22:14:28 | [CMD] xqHost(22) => /meslek
22:14:29 | [CMD] huso608(18) => /slap 18
22:14:29 | [CMD] Moskova_Kurdu(12) => /araba 
22:14:29 | Hic(7): Cezamý kessin
22:14:30 | [CMD] xqHost(22) => /karakol
22:14:31 | [eN]Overlord(27): ahýr gg
22:14:31 | [CMD] UgurBey(21) => /asilah
22:14:32 | H.R.N.(15): nasýl bi ceza  .d
22:14:34 | [CMD] Fublary3003(16) => /pm 22 sen sürcen ama ?
22:14:34 | [CMD] Freezer3543(19) => /pm 25 Kanka kalp kýrýcý olma la tamam kýz zayýf noktan anladýk da
22:14:36 | Konyali42(11): bayram ozm mübarek gün degilmi emre
22:14:36 | [CMD] xqHost(22) => /pm 16 yýldýzým var ceza kestiriyim gelcem
22:14:38 | [OTOBUSCU] Reader, Los Santos Otogar'den Duzce Otogar'e Yolcu tasidi. Kazanc: 25375$ ve 3 Skor Sure: 327 Saniye
22:14:39 | [CMD] xqHost(22) => /pm 16 ok
22:14:43 | [eN]Overlord(27): ahýr gg
22:14:43 | [CMD] Freezer3543(19) => /pm 25 Ben siber suclulardan degilim
22:14:45 | [CMD] Fublary3003(16) => /pm 22 tm
22:14:45 | Hic(7): Kýrbaç cezasý
22:14:47 | 
22:14:47 | UgurBey(21) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
22:14:47 | Muya(8) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
22:14:48 | [ANTIHACK] Þüpheli Reader(23) => Airbreak-hack
22:14:49 | Moskova_Kurdu(12): :D
22:14:49 | xqHost(22): QW:EQ
22:14:50 | [CMD] Fublary3003(16) => /araba
22:14:51 | [CMD] BULDOZER(06)(25) => /pm 19 ama bem
22:14:53 | [CMD] Moskova_Kurdu(12) => /araba 
22:14:54 | [CMD] Strike(TR)(9) => /admins
22:14:57 | [CMD] Moskova_Kurdu(12) => /bangor UgurBey 
22:14:57 | [LOCAL]emre_cool(26): aracýn kapýyý kýrdýn kapý parasýný kim vercek
22:14:57 | [CMD] emre_cool(26) => /l aracýn kapýyý kýrdýn kapý parasýný kim vercek
22:14:58 | [eN]Overlord(27): he
22:14:58 | [CMD] Moskova_Kurdu(12) => /bangor UgurBey
22:15:0 | [CMD] BULDOZER(06)(25) => /pm 19 ama ben malesef siber suclar
22:15:0 | [CMD] Moskova_Kurdu(12) => /araba 
22:15:0 | [LOCAL]emre_cool(26): aracýn kapýyý kýrdýn kapý parasýný kim vercek
22:15:0 | [CMD] emre_cool(26) => /l aracýn kapýyý kýrdýn kapý parasýný kim vercek
22:15:2 | [CMD] Strike(TR)(9) => /atamir
22:15:4 | xqHost(22): þirket gel ceza kes bna
22:15:5 | [eN]Overlord(27): evo
22:15:6 | [CMD] Moskova_Kurdu(12) => /araba 
22:15:7 | Hic(7): Area51 de qnq oraya git
22:15:10 | [eN]Overlord(27): sen bu kandil simidine ne koydun
22:15:12 | [CMD] Moskova_Kurdu(12) => /araba 
22:15:14 | [CMD] [eN]Overlord(27) => /rescue
22:15:16 | [CMD] Moskova_Kurdu(12) => /araba 
22:15:16 | [CMD] [eN]Overlord(27) => /rescue
22:15:18 | [CMD] Strike(TR)(9) => /a cuma cuma cenabetliign sonu :DÞLASDLÞA
22:15:19 | H.R.N.(15): area69 orasý
22:15:19 | [CMD] Moskova_Kurdu(12) => /araba 
22:15:21 | [CMD] Freezer3543(19) => /pm 25 Ben sana guvenmesem faceden de eklemem kanka 
22:15:22 | {FFCC00}xqHost(22) {FFFFFF}Kamyoncu olarak spawn oldu.
22:15:23 | [eN]Overlord(27): euehue
22:15:27 | [CMD] Moskova_Kurdu(12) => /araba 
22:15:29 | [CMD] xqHost(22) => /meslek
22:15:29 | [CMD] Moskova_Kurdu(12) => /araba 
22:15:31 | 
22:15:31 | Hic(7): Ne Farkeder Area sonuçta
22:15:32 | [CMD] Moskova_Kurdu(12) => /araba 
22:15:33 | [CMD] xqHost(22) => /rescue
22:15:35 | Konyali42(11): @27 domates biber patlican
22:15:35 | [CMD] BULDOZER(06)(25) => /pm 19 tm knlka görecez bakalým
22:15:35 | Muya(8) oyuna girdi [IP: 78.191.94.144]
22:15:35 | Konyali42(11): :D
22:15:35 | [CMD] Moskova_Kurdu(12) => /araba 
22:15:37 | [CMD] xqHost(22) => /pm
22:15:39 | [CMD] Moskova_Kurdu(12) => /araba 
22:15:40 | [CMD] xqHost(22) => /pm 16 geldim
22:15:40 | [eN]Overlord(27): ahýrý yakmaya tekrar gidiyorum
22:15:40 | H.R.N.(15): polis bi yerinde dur be gözüm
22:15:45 | [CMD] Moskova_Kurdu(12) => /araba 
22:15:45 | [LOCAL]Strike(TR)(9): atlýcanmý gidiyom bah :D
22:15:45 | [CMD] Strike(TR)(9) => /L atlýcanmý gidiyom bah :D
22:15:46 | [CMD] emre_cool(26) => /tamir
22:15:48 | [CMD] Moskova_Kurdu(12) => /araba 
22:15:50 | 
22:15:51 | Hic(7): Over Rahat dur qnq Kurtmu var sende ?
22:15:53 | {FFCC00}Muya(8) {FFFFFF}Pilot olarak spawn oldu.
22:15:53 | [CMD] Moskova_Kurdu(12) => /araba 
22:15:55 | [eN]Overlord(27): he
22:15:57 | [CMD] Freezer3543(19) => /pm 25 Benim sewgilim var knk Ýzmir'den zaten kýzlarla yazýsmamý yasakladý .D
22:15:57 | [CMD] Moskova_Kurdu(12) => /araba 
22:16:0 | [CMD] Moskova_Kurdu(12) => /araba 
22:16:0 | [CMD] xqHost(22) => /work
22:16:0 | [CMD] huso608(18) => /work
22:16:1 | Muya(8): selamunaleyküm
22:16:2 | Hic(7): Ýç Kurtlanma
22:16:3 | [CMD] Moskova_Kurdu(12) => /araba 
22:16:5 | [CMD] Konyali42(11) => /as
22:16:5 | [eN]Overlord(27): evcil
22:16:6 | [CMD] xqHost(22) => /kemer
22:16:6 | [CMD] huso608(18) => /as
22:16:6 | Hic(7): Aleyküm Selam.
22:16:7 | [CMD] Moskova_Kurdu(12) => /araba 
22:16:9 | [eN]Overlord(27): satýlýk
22:16:10 | emre_cool(26): Beyler benle kargocu olcak varmý ?
22:16:11 | [eN]Overlord(27): 15tl
22:16:12 | Hic(7): Çok Sakýncalý Bi Durum
22:16:14 | [eN]Overlord(27): suriyeden geldi
22:16:16 | [CMD] Moskova_Kurdu(12) => /araba 
22:16:18 | [CMD] EvoturK(24) => /atamir
22:16:19 | [eN]Overlord(27): savaþ yorgunu
22:16:20 | [CMD] Tuan_Tiniay(6) => /tamir
22:16:20 | [CMD] Strike(TR)(9) => /admins
22:16:21 | EvoturK(24): yanýmda ne patladý l
22:16:21 | [CMD] BULDOZER(06)(25) => /pm 19 knka bak  suan kalbim kýrýlýrsa özür dilerim ama
22:16:23 | [CMD] emre_cool(26) => /pm kargocu olakmý 
22:16:23 | [CMD] Moskova_Kurdu(12) => /araba 
22:16:23 | EvoturK(24): görmedi
22:16:25 | Hic(7): Pitbulla takas ediyoðnmu ?
22:16:26 | [ANTIHACK] Þüpheli Reader(23) => Hiz-Hilesi
22:16:26 | [CMD] Moskova_Kurdu(12) => /araba 
22:16:27 | [CMD] Strike(TR)(9) => /musait
22:16:28 | Muya(8): evoðð
22:16:29 | [eN]Overlord(27): olabilir
22:16:30 | [CMD] Moskova_Kurdu(12) => /araba 
22:16:30 | EvoturK(24): evetr
22:16:30 | [CMD] huso608(18) => /spec 23
22:16:31 | [CMD] Sancak(20) => /spec 23
22:16:32 | [CMD] Muya(8) => /yerbul 24
22:16:32 | [CMD] emre_cool(26) => /pm 14 kargocu olakmý 
22:16:33 | [CMD] Strike(TR)(9) => /spec 23
22:16:36 | Muya(8): geliyom shamalla
22:16:36 | [CMD] Sancak(20) => /ban
22:16:37 | [CMD] Reader(23) => /rescxue
22:16:38 | EvoturK(24): muya
22:16:39 | [CMD] Reader(23) => /rescueü
22:16:40 | [CMD] Reader(23) => /rescue
22:16:40 | EvoturK(24): senden nefret ediyorum
22:16:43 | emre_cool(26): @14 kargocu olakmý ?
22:16:44 | [CMD] BULDOZER(06)(25) => /pm 19 o kýz benim hassas noktam elleyeni s..erim
22:16:45 | [BAN] Sancak(20) Reader(23)'i 1 gün 0 saat banladý. Sebep: Hile Kullanýmý.
22:16:45 | [CMD] Sancak(20) => /ban 23 1 0 Hile Kullanýmý.
22:16:45 | Reader(23) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
22:16:45 | Hic(7): Polis Peþinden Govalayanmý var
22:16:45 | {FFCC00}Strike(TR)(9) {FFFFFF}Kamyoncu olarak spawn oldu.
22:16:46 | {FFCC00}Sancak(20) {FFFFFF}Kamyoncu olarak spawn oldu.
22:16:46 | huso608(18) Gemici olarak spawn oldu.
22:16:47 | EvoturK(24): en büyük aþklar kavgayla baþlarmýþ
22:16:47 | [CMD] Moskova_Kurdu(12) => /a Ula adamý trolliyek diyoz onu da görmüyo pü pü 
22:16:48 | [CMD] EvoturK(24) => /atamir
22:16:51 | Muya(8): de get :D
22:16:51 | [CMD] EvoturK(24) => /a 2 deðil miydi hile
22:16:53 | Strike(TR)(9): 2 yusuffff
22:16:55 | Konyali42(11) oyundan cIktI (Hata/Crash) (IP: 77.177.247.78)
22:16:55 | [eN]Overlord(27): var
22:16:57 | Hic(7): Kes lo
22:16:58 | OkanMutlu(11) oyuna girdi [IP: 95.10.190.255]
22:16:59 | [CMD] huso608(18) => /a 2 gun
22:16:59 | [eN]Overlord(27): ahýr
22:17:1 | Sancak(20): 2 miydi
22:17:2 | Sancak(20): pardon
22:17:2 | [LOCAL][eN]Overlord(27): beni ahýra at
22:17:2 | [CMD] [eN]Overlord(27) => /l beni ahýra at
22:17:3 | [LOCAL][eN]Overlord(27): beni ahýra at
22:17:3 | [CMD] [eN]Overlord(27) => /l beni ahýra at
22:17:4 | [LOCAL][eN]Overlord(27): beni ahýra at
22:17:4 | [CMD] [eN]Overlord(27) => /l beni ahýra at
22:17:4 | [LOCAL][eN]Overlord(27): beni ahýra at
22:17:4 | [CMD] [eN]Overlord(27) => /l beni ahýra at
22:17:4 | [LOCAL][eN]Overlord(27): beni ahýra at
22:17:4 | [CMD] [eN]Overlord(27) => /l beni ahýra at
22:17:5 | Sancak(20): tama kýzmayýn
22:17:5 | [LOCAL][eN]Overlord(27): beni ahýra at
22:17:5 | [CMD] [eN]Overlord(27) => /l beni ahýra at
22:17:5 | emre_cool(26): Beyler benle kargocu olcak varmý ?
22:17:5 | [LOCAL][eN]Overlord(27): beni ahýra at
22:17:5 | [CMD] [eN]Overlord(27) => /l beni ahýra at
22:17:6 | [LOCAL][eN]Overlord(27): beni ahýra at
22:17:6 | [CMD] [eN]Overlord(27) => /l beni ahýra at
22:17:6 | emre_cool(26): Beyler benle kargocu olcak varmý ?
22:17:6 | [LOCAL][eN]Overlord(27): beni ahýra at
22:17:6 | [CMD] [eN]Overlord(27) => /l beni ahýra at
22:17:6 | H.R.N.(15): polis ceza kes
22:17:6 | [CMD] huso608(18) => /slap 18
22:17:6 | [LOCAL][eN]Overlord(27): beni ahýra at
22:17:6 | [CMD] [eN]Overlord(27) => /l beni ahýra at
22:17:6 | Hic(7): Evo gel Ahýr kessin
22:17:7 | [LOCAL][eN]Overlord(27): beni ahýra at
22:17:7 | [CMD] [eN]Overlord(27) => /l beni ahýra at
22:17:7 | [LOCAL][eN]Overlord(27): beni ahýra at
22:17:7 | [CMD] [eN]Overlord(27) => /l beni ahýra at
22:17:7 | [LOCAL]Moskova_Kurdu(12): Len kaybol 
22:17:7 | [CMD] Moskova_Kurdu(12) => /l Len kaybol 
22:17:7 | [LOCAL][eN]Overlord(27): beni ahýra at
22:17:7 | [CMD] [eN]Overlord(27) => /l beni ahýra at
22:17:7 | [CMD] emre_cool(26) => /kemer
22:17:8 | [LOCAL][eN]Overlord(27): beni ahýra at
22:17:8 | [CMD] [eN]Overlord(27) => /l beni ahýra at
22:17:8 | [LOCAL][eN]Overlord(27): beni ahýra at
22:17:8 | [CMD] [eN]Overlord(27) => /l beni ahýra at
22:17:9 | Muya(8): sancak
22:17:9 | 
22:17:9 | [LOCAL][eN]Overlord(27): beni ahýra at
22:17:9 | [CMD] [eN]Overlord(27) => /l beni ahýra at
22:17:10 | [LOCAL][eN]Overlord(27): beni ahýra at
22:17:10 | [CMD] [eN]Overlord(27) => /l beni ahýra at
22:17:11 | [CMD] Freezer3543(19) => /pm 25 Kanka onu anladým hem de ters yatýrýp duz ama...Bana guven onu diyorum
22:17:11 | Hic(7): Ay iþte Ceza
22:17:12 | [CMD] EvoturK(24) => /uyar 27 l flood
22:17:12 | Muya(8): adminligimi unuttun :D
22:17:14 | OkanMutlu(11) Mafya olarak spawn oldu.
22:17:15 | [CMD] EvoturK(24) => /setlevel 24 7
22:17:16 | [CMD] EvoturK(24) => /uyar 27 l flood
22:17:16 | [CMD] EvoturK(24) => /uyar 27 l flood
22:17:16 | [CMD] EvoturK(24) => /uyar 27 l flood
22:17:16 | [eN]Overlord(27) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
22:17:19 | Moskova_Kurdu(12): :D
22:17:19 | [CMD] EvoturK(24) => /setlevel 24 0
22:17:21 | Hic(7): Kafa gitti yaw
22:17:22 | [CMD] Sancak(20) => /unban reader
22:17:26 | [CMD] Sancak(20) => /ban2 reader
22:17:28 | [CMD] BULDOZER(06)(25) => /pm 19 suan cok erildiö
22:17:28 | Hic(7): Al iþte
22:17:29 | OkanMutlu(11): Evo abi nasýlsýn
22:17:33 | [OBAN] Sancak(20) reader'i 2 gün offline banladi. Sebep: Hille Kullanýmýç
22:17:33 | [CMD] Sancak(20) => /ban2 reader 2 Hille Kullanýmýç
22:17:33 | Hic(7): Uyarýlý kaldým
22:17:37 | EvoturK(24): Ýyiyim sen nasýlsýn Okan
22:17:38 | Hic(7): Evo püðð
22:17:40 | Konyali42(17) oyuna girdi [IP: 77.177.247.78]
22:17:41 | [CMD] Hic(7) => /karakol
22:17:43 | ASLANBEY(10): id 6 bu iki oldu
22:17:45 | [CMD] Hic(7) => /cezaode
22:17:45 | emre_cool(26): Beyler benle kargocu olcak varmý ?
22:17:46 | OkanMutlu(11): Ýyiyim Ne olsun
22:17:46 | emre_cool(26): Beyler benle kargocu olcak varmý ?
22:17:47 | emre_cool(26): Beyler benle kargocu olcak varmý ?
22:17:49 | [CMD] Hic(7) => /meslek
22:17:50 | Muya(8): acýklama yanlýs oldu D
22:17:52 | Sancak(20): emre
22:17:54 | [CMD] Freezer3543(19) => /pm 25 Gerildim mi dicektin kanka
22:17:54 | [CMD] OkanMutlu(11) => /kemer
22:17:56 | emre_cool(26): efendim
22:17:57 | Sancak(20): senle çöpcü bile olunmaz 
22:17:59 | 
22:17:59 | [CMD] BULDOZER(06)(25) => /pm 19 evt
22:18:2 | emre_cool(26): sebeb
22:18:2 | {FFCC00}Hic(7) {FFFFFF}Kamyoncu olarak spawn oldu.
22:18:4 | [CMD] Tuan_Tiniay(6) => /pm 10 kardeþim sen solda gözüküyon dorsen alttan gidiyo
22:18:5 | {FFCC00}Konyali42(17) {FFFFFF}Kamyoncu olarak spawn oldu.
22:18:5 | [CMD] Hic(7) => /sac
22:18:7 | [CMD] OkanMutlu(11) => /kemer
22:18:7 | [CMD] BULDOZER(06)(25) => /pm 19 asýrý fazla
22:18:8 | [CMD] Hic(7) => /rescue
22:18:8 | Sancak(20): sebep o
22:18:8 | [CMD] Moskova_Kurdu(12) => /spec 20 
22:18:9 | [CMD] OkanMutlu(11) => /kemer
22:18:11 | Konyali42(17): crash mi yedim ben
22:18:12 | [CMD] Moskova_Kurdu(12) => /araba
22:18:13 | [CMD] OkanMutlu(11) => /work
22:18:14 | Tuan_Tiniay(6) ASLANBEY(10)'a 10000$ para gönderdi
22:18:14 | [CMD] Tuan_Tiniay(6) => /paragonder 10 10000
22:18:15 | emre_cool(26): ney la sebeb
22:18:16 | Hic(7): Aynen qnq
22:18:18 | [CMD] H.R.N.(15) => /r yarun aöf sýnavlarým var size kg ben biraz çalýþam
22:18:18 | Muya(8): evet
22:18:18 | [CMD] Tuan_Tiniay(6) => /pm 10 taqmir ettir
22:18:19 | [CMD] Konyali42(17) => /rescue
22:18:20 | [CMD] ASLANBEY(10) => /tamir
22:18:20 | [CMD] Moskova_Kurdu(12) => /araba
22:18:21 | Hic(7): Crash yemiþin
22:18:23 | [CMD] EvoturK(24) => /r kg
22:18:24 | [CMD] huso608(18) => /dtemizle
22:18:24 | emre_cool(26): araç res
22:18:25 | Sancak(20): boþver kardeþim yorma o güzel kafaný :D
22:18:26 | [CMD] huso608(18) => /asay Arac Res Geliyor!!! 
22:18:26 | [CMD] Moskova_Kurdu(12) => /araba
22:18:28 | [CMD] huso608(18) => /asay Arac Res Geliyor!!! 
22:18:29 | [CMD] Tuan_Tiniay(6) => /tamir
22:18:30 | [CMD] H.R.N.(15) => /adminol
22:18:30 | emre_cool(26): :D
22:18:31 | H.R.N.(15): bb
22:18:32 | [CMD] huso608(18) => /asay Arac Res Geliyor!!! 
22:18:33 | [CMD] huso608(18) => /respawncars
22:18:33 | [CMD] Hic(7) => /r Sanada Kolay Gelsin.
22:18:33 | [CMD] huso608(18) => /cantazele
